OrderID,Date,Month,Year,Quarter,Product,Category,UnitPrice,Quantity,Discount_Pct,Discount_Amt,Revenue,Margin_Pct,Profit,Region,City,Channel,Segment,Returned,CustomerID
ORD-102117,2026-02-16,February,2026,Q1,Protein Powder 1kg,FMCG,1899,3,15,854.55,4842.45,44.6,2159.73,South India,Mysuru,Online,SMB,0,CUST-3211
ORD-102118,2026-01-28,January,2026,Q1,Face Wash 200ml,FMCG,299,5,0,0.0,1495.0,42.5,635.38,East India,Bhubaneswar,Partner,SMB,0,CUST-7265
ORD-102119,2026-03-12,March,2026,Q1,Protein Powder 1kg,FMCG,1899,4,20,1519.2,6076.8,33.5,2035.73,West India,Ahmedabad,Online,Retail,0,CUST-2086
ORD-102120,2026-02-25,February,2026,Q1,Wardrobe 4-Door,Furniture,18999,3,15,8549.55,48447.45,41.5,20105.69,West India,Pune,Offline,New/Trial,0,CUST-3327
ORD-102121,2026-01-12,January,2026,Q1,Instant Noodles Pack,FMCG,120,2,5,12.0,228.0,23.9,54.49,North India,Delhi,Offline,New/Trial,0,CUST-1158
ORD-102122,2026-01-28,January,2026,Q1,Running Shoes Pro,Apparel,3499,2,0,0.0,6998.0,44.1,3086.12,South India,Coimbatore,Online,Retail,0,CUST-2843
ORD-102123,2026-03-21,March,2026,Q1,Bookshelf 5-Tier,Furniture,3499,3,10,1049.7,9447.3,23.7,2239.01,West India,Nagpur,Online,Retail,0,CUST-5938
ORD-102124,2026-01-14,January,2026,Q1,Hair Oil 500ml,FMCG,249,2,0,0.0,498.0,25.8,128.48,West India,Mumbai,Offline,Retail,0,CUST-2167
ORD-102125,2026-02-18,February,2026,Q1,Office Chair,Furniture,8999,3,5,1349.85,25647.15,40.5,10387.1,West India,Nashik,Offline,Retail,0,CUST-6406
ORD-102126,2026-01-30,January,2026,Q1,Sports Backpack,Apparel,1599,1,20,319.8,1279.2,29.2,373.53,South India,Bengaluru,Online,Enterprise,0,CUST-5252
ORD-102127,2026-04-09,April,2026,Q2,TabMax 12,Electronics,32999,1,0,0.0,32999.0,34.3,11318.66,South India,Mysuru,Offline,New/Trial,0,CUST-6258
ORD-102128,2026-04-06,April,2026,Q2,LapBook Air,Electronics,54999,4,0,0.0,219996.0,43.0,94598.28,North India,Jaipur,Online,Retail,0,CUST-7096
ORD-102129,2026-04-08,April,2026,Q2,Sofa 3-Seater,Furniture,24999,4,20,19999.2,79996.8,46.4,37118.52,South India,Bengaluru,Online,Retail,0,CUST-8567
ORD-102130,2026-01-21,January,2026,Q1,Formal Trousers,Apparel,1899,4,20,1519.2,6076.8,41.2,2503.64,West India,Mumbai,Online,New/Trial,1,CUST-5590
ORD-102131,2026-02-24,February,2026,Q1,Sanitizer 500ml,FMCG,199,1,5,9.95,189.05,27.3,51.61,South India,Bengaluru,Online,Retail,0,CUST-8599
ORD-102132,2026-01-16,January,2026,Q1,Protein Powder 1kg,FMCG,1899,2,5,189.9,3608.1,39.3,1417.98,South India,Hyderabad,Offline,Retail,0,CUST-2600
ORD-102133,2026-03-04,March,2026,Q1,Instant Noodles Pack,FMCG,120,4,0,0.0,480.0,43.4,208.32,North India,Noida,Online,New/Trial,0,CUST-9245
ORD-102134,2026-02-11,February,2026,Q1,Sanitizer 500ml,FMCG,199,3,0,0.0,597.0,42.0,250.74,West India,Surat,Online,Retail,0,CUST-9652
ORD-102135,2026-02-21,February,2026,Q1,TabMax 12,Electronics,32999,1,5,1649.95,31349.05,32.8,10282.49,West India,Pune,Offline,New/Trial,0,CUST-1168
ORD-102136,2026-02-27,February,2026,Q1,Face Wash 200ml,FMCG,299,2,0,0.0,598.0,27.4,163.85,West India,Pune,Online,SMB,0,CUST-7568
ORD-102137,2026-03-02,March,2026,Q1,Hair Oil 500ml,FMCG,249,5,5,62.25,1182.75,40.8,482.56,West India,Ahmedabad,Offline,SMB,0,CUST-1853
ORD-102138,2026-02-22,February,2026,Q1,Galaxy Pro X1,Electronics,24999,4,10,9999.6,89996.4,39.7,35728.57,West India,Nagpur,Partner,Retail,0,CUST-6482
ORD-102139,2026-04-10,April,2026,Q2,Protein Powder 1kg,FMCG,1899,5,20,1899.0,7596.0,37.7,2863.69,West India,Ahmedabad,Online,New/Trial,0,CUST-4277
ORD-102140,2026-03-15,March,2026,Q1,Hair Oil 500ml,FMCG,249,3,20,149.4,597.6,22.2,132.67,West India,Ahmedabad,Offline,Retail,0,CUST-6270
ORD-102141,2026-02-22,February,2026,Q1,Sanitizer 500ml,FMCG,199,4,15,119.4,676.6,30.8,208.39,North India,Agra,Online,New/Trial,0,CUST-8148
ORD-102142,2026-01-10,January,2026,Q1,Sofa 3-Seater,Furniture,24999,3,0,0.0,74997.0,44.0,32998.68,West India,Mumbai,Online,New/Trial,0,CUST-7593
ORD-102143,2026-04-06,April,2026,Q2,TabMax 12,Electronics,32999,2,15,9899.7,56098.3,25.8,14473.36,South India,Chennai,Online,Retail,0,CUST-2228
ORD-102144,2026-03-01,March,2026,Q1,Protein Powder 1kg,FMCG,1899,4,0,0.0,7596.0,33.0,2506.68,West India,Surat,Online,SMB,0,CUST-5825
ORD-102145,2026-01-21,January,2026,Q1,Wardrobe 4-Door,Furniture,18999,5,5,4749.75,90245.25,37.0,33390.74,West India,Ahmedabad,Online,Retail,0,CUST-7140
ORD-102146,2026-01-23,January,2026,Q1,LapBook Air,Electronics,54999,2,0,0.0,109998.0,22.8,25079.54,West India,Nagpur,Online,Retail,0,CUST-7770
ORD-102147,2026-03-14,March,2026,Q1,Bookshelf 5-Tier,Furniture,3499,4,20,2799.2,11196.8,24.0,2687.23,North India,Gurugram,Online,Retail,0,CUST-1414
ORD-102148,2026-01-10,January,2026,Q1,Sanitizer 500ml,FMCG,199,1,5,9.95,189.05,46.0,86.96,South India,Bengaluru,Partner,New/Trial,0,CUST-1644
ORD-102149,2026-02-13,February,2026,Q1,Galaxy Pro X1,Electronics,24999,4,20,19999.2,79996.8,33.9,27118.92,East India,Patna,Offline,SMB,0,CUST-5581
ORD-102150,2026-02-18,February,2026,Q1,Sofa 3-Seater,Furniture,24999,5,0,0.0,124995.0,42.3,52872.89,North India,Delhi,Partner,Retail,0,CUST-4959
ORD-102151,2026-03-13,March,2026,Q1,Galaxy Pro X1,Electronics,24999,3,0,0.0,74997.0,23.6,17699.29,South India,Mysuru,Online,Retail,0,CUST-6325
ORD-102152,2026-01-14,January,2026,Q1,Wardrobe 4-Door,Furniture,18999,2,20,7599.6,30398.4,34.8,10578.64,North India,Lucknow,Online,Retail,0,CUST-2425
ORD-102153,2026-01-21,January,2026,Q1,Sofa 3-Seater,Furniture,24999,3,20,14999.4,59997.6,36.6,21959.12,North India,Agra,Online,Retail,0,CUST-3055
ORD-102154,2026-02-25,February,2026,Q1,Hair Oil 500ml,FMCG,249,2,10,49.8,448.2,38.8,173.9,South India,Coimbatore,Online,SMB,0,CUST-4365
ORD-102155,2026-03-17,March,2026,Q1,Office Chair,Furniture,8999,4,15,5399.4,30596.6,22.0,6731.25,North India,Chandigarh,Offline,Retail,0,CUST-8124
ORD-102156,2026-02-08,February,2026,Q1,Galaxy Pro X1,Electronics,24999,1,0,0.0,24999.0,23.2,5799.77,South India,Kochi,Partner,New/Trial,0,CUST-2692
ORD-102157,2026-03-14,March,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,3,20,779.4,3117.6,43.5,1356.16,South India,Chennai,Online,SMB,0,CUST-4902
ORD-102158,2026-03-21,March,2026,Q1,SmartWatch S5,Electronics,12999,2,0,0.0,25998.0,45.4,11803.09,North India,Lucknow,Offline,Enterprise,0,CUST-4152
ORD-102159,2026-02-01,February,2026,Q1,Running Shoes Pro,Apparel,3499,2,20,1399.6,5598.4,31.7,1774.69,North India,Noida,Online,SMB,0,CUST-6429
ORD-102160,2026-02-14,February,2026,Q1,SmartWatch S5,Electronics,12999,3,20,7799.4,31197.6,40.7,12697.42,North India,Chandigarh,Online,Retail,0,CUST-4703
ORD-102161,2026-02-21,February,2026,Q1,Sofa 3-Seater,Furniture,24999,2,10,4999.8,44998.2,27.0,12149.51,South India,Mysuru,Offline,Retail,0,CUST-4157
ORD-102162,2026-01-21,January,2026,Q1,Sports Backpack,Apparel,1599,2,0,0.0,3198.0,43.1,1378.34,West India,Surat,Partner,Retail,0,CUST-9820
ORD-102163,2026-03-24,March,2026,Q1,Formal Trousers,Apparel,1899,3,0,0.0,5697.0,26.2,1492.61,North India,Jaipur,Partner,Retail,0,CUST-8279
ORD-102164,2026-04-10,April,2026,Q2,Instant Noodles Pack,FMCG,120,5,10,60.0,540.0,25.5,137.7,West India,Surat,Online,New/Trial,0,CUST-3337
ORD-102165,2026-02-01,February,2026,Q1,Office Chair,Furniture,8999,3,0,0.0,26997.0,26.2,7073.21,South India,Bengaluru,Online,Retail,0,CUST-7290
ORD-102166,2026-01-24,January,2026,Q1,Wardrobe 4-Door,Furniture,18999,4,0,0.0,75996.0,38.2,29030.47,West India,Ahmedabad,Offline,Retail,0,CUST-3169
ORD-102167,2026-01-24,January,2026,Q1,Face Wash 200ml,FMCG,299,2,15,89.7,508.3,32.4,164.69,South India,Coimbatore,Online,Retail,0,CUST-5490
ORD-102168,2026-03-02,March,2026,Q1,Instant Noodles Pack,FMCG,120,3,5,18.0,342.0,24.7,84.47,North India,Jaipur,Online,New/Trial,0,CUST-1416
ORD-102169,2026-03-21,March,2026,Q1,Hair Oil 500ml,FMCG,249,5,10,124.5,1120.5,26.1,292.45,North India,Jaipur,Offline,Enterprise,0,CUST-9733
ORD-102170,2026-02-04,February,2026,Q1,Instant Noodles Pack,FMCG,120,1,0,0.0,120.0,31.2,37.44,West India,Ahmedabad,Online,SMB,0,CUST-6437
ORD-102171,2026-02-15,February,2026,Q1,Galaxy Pro X1,Electronics,24999,1,10,2499.9,22499.1,38.6,8684.65,North India,Gurugram,Online,New/Trial,0,CUST-1808
ORD-102172,2026-03-08,March,2026,Q1,Sanitizer 500ml,FMCG,199,4,10,79.6,716.4,47.3,338.86,South India,Mysuru,Online,SMB,0,CUST-5117
ORD-102173,2026-01-17,January,2026,Q1,TabMax 12,Electronics,32999,3,15,14849.55,84147.45,42.7,35930.96,East India,Ranchi,Online,Retail,0,CUST-9842
ORD-102174,2026-01-15,January,2026,Q1,Sofa 3-Seater,Furniture,24999,4,0,0.0,99996.0,33.2,33198.67,North India,Delhi,Online,Retail,0,CUST-4248
ORD-102175,2026-01-27,January,2026,Q1,Formal Trousers,Apparel,1899,3,0,0.0,5697.0,31.3,1783.16,West India,Nagpur,Offline,Retail,0,CUST-1936
ORD-102176,2026-01-22,January,2026,Q1,Instant Noodles Pack,FMCG,120,3,0,0.0,360.0,45.0,162.0,South India,Mysuru,Offline,New/Trial,0,CUST-9248
ORD-102177,2026-02-15,February,2026,Q1,Study Table,Furniture,5999,3,15,2699.55,15297.45,33.4,5109.35,South India,Coimbatore,Online,New/Trial,0,CUST-3211
ORD-102178,2026-02-21,February,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,5,20,1299.0,5196.0,26.4,1371.74,North India,Lucknow,Online,Retail,0,CUST-4550
ORD-102179,2026-04-10,April,2026,Q2,Instant Noodles Pack,FMCG,120,5,0,0.0,600.0,26.5,159.0,West India,Mumbai,Offline,Retail,0,CUST-1141
ORD-102180,2026-04-07,April,2026,Q2,LapBook Air,Electronics,54999,4,0,0.0,219996.0,41.7,91738.33,South India,Hyderabad,Offline,Retail,1,CUST-8327
ORD-102181,2026-01-23,January,2026,Q1,Bookshelf 5-Tier,Furniture,3499,1,0,0.0,3499.0,44.1,1543.06,South India,Mysuru,Offline,New/Trial,0,CUST-3662
ORD-102182,2026-02-01,February,2026,Q1,Winter Jacket,Apparel,4599,1,10,459.9,4139.1,40.3,1668.06,North India,Lucknow,Offline,Retail,0,CUST-3789
ORD-102183,2026-03-30,March,2026,Q1,Sanitizer 500ml,FMCG,199,3,20,119.4,477.6,43.8,209.19,North India,Agra,Online,Retail,1,CUST-6919
ORD-102184,2026-02-25,February,2026,Q1,Running Shoes Pro,Apparel,3499,1,15,524.85,2974.15,28.0,832.76,North India,Agra,Offline,Retail,0,CUST-2382
ORD-102185,2026-03-15,March,2026,Q1,Formal Trousers,Apparel,1899,2,0,0.0,3798.0,29.7,1128.01,North India,Jaipur,Online,Retail,0,CUST-2422
ORD-102186,2026-03-17,March,2026,Q1,Formal Trousers,Apparel,1899,1,10,189.9,1709.1,25.7,439.24,South India,Bengaluru,Offline,Retail,0,CUST-1610
ORD-102187,2026-02-11,February,2026,Q1,Face Wash 200ml,FMCG,299,1,5,14.95,284.05,47.4,134.64,North India,Delhi,Partner,Retail,0,CUST-7404
ORD-102188,2026-02-06,February,2026,Q1,Running Shoes Pro,Apparel,3499,5,0,0.0,17495.0,27.9,4881.1,West India,Nashik,Partner,Enterprise,0,CUST-5446
ORD-102189,2026-02-24,February,2026,Q1,AirBuds Ultra,Electronics,5999,1,0,0.0,5999.0,47.6,2855.52,South India,Kochi,Offline,New/Trial,0,CUST-7723
ORD-102190,2026-01-15,January,2026,Q1,Galaxy Pro X1,Electronics,24999,4,0,0.0,99996.0,25.6,25598.98,West India,Nagpur,Online,Retail,0,CUST-2624
ORD-102191,2026-02-19,February,2026,Q1,Protein Powder 1kg,FMCG,1899,2,5,189.9,3608.1,26.6,959.75,North India,Jaipur,Online,New/Trial,0,CUST-7362
ORD-102192,2026-03-08,March,2026,Q1,Protein Powder 1kg,FMCG,1899,4,20,1519.2,6076.8,40.0,2430.72,South India,Kochi,Partner,New/Trial,0,CUST-5789
ORD-102193,2026-01-24,January,2026,Q1,Wardrobe 4-Door,Furniture,18999,4,0,0.0,75996.0,44.3,33666.23,East India,Patna,Partner,New/Trial,0,CUST-8231
ORD-102194,2026-01-03,January,2026,Q1,AirBuds Ultra,Electronics,5999,2,0,0.0,11998.0,40.1,4811.2,West India,Surat,Offline,Retail,0,CUST-3763
ORD-102195,2026-02-06,February,2026,Q1,Bookshelf 5-Tier,Furniture,3499,4,0,0.0,13996.0,27.7,3876.89,North India,Gurugram,Online,Retail,0,CUST-6492
ORD-102196,2026-01-26,January,2026,Q1,Study Table,Furniture,5999,1,0,0.0,5999.0,31.3,1877.69,West India,Nagpur,Online,Retail,0,CUST-9782
ORD-102197,2026-02-17,February,2026,Q1,Formal Trousers,Apparel,1899,3,15,854.55,4842.45,34.2,1656.12,South India,Chennai,Online,Retail,0,CUST-8108
ORD-102198,2026-04-04,April,2026,Q2,Winter Jacket,Apparel,4599,3,0,0.0,13797.0,35.0,4828.95,North India,Delhi,Partner,Enterprise,0,CUST-6127
ORD-102199,2026-03-03,March,2026,Q1,Winter Jacket,Apparel,4599,5,10,2299.5,20695.5,22.4,4635.79,North India,Agra,Offline,SMB,0,CUST-4610
ORD-102200,2026-03-03,March,2026,Q1,Bookshelf 5-Tier,Furniture,3499,4,15,2099.4,11896.6,24.4,2902.77,North India,Chandigarh,Online,Retail,0,CUST-9277
ORD-102201,2026-03-08,March,2026,Q1,Winter Jacket,Apparel,4599,1,10,459.9,4139.1,41.6,1721.87,North India,Agra,Online,Retail,0,CUST-6757
ORD-102202,2026-02-23,February,2026,Q1,Winter Jacket,Apparel,4599,2,5,459.9,8738.1,36.4,3180.67,West India,Surat,Online,New/Trial,0,CUST-2100
ORD-102203,2026-02-17,February,2026,Q1,Sports Backpack,Apparel,1599,5,10,799.5,7195.5,22.9,1647.77,West India,Mumbai,Online,New/Trial,0,CUST-8418
ORD-102204,2026-03-02,March,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,3,0,0.0,3897.0,40.1,1562.7,South India,Bengaluru,Online,Retail,0,CUST-7308
ORD-102205,2026-01-03,January,2026,Q1,Sports Backpack,Apparel,1599,1,0,0.0,1599.0,45.4,725.95,East India,Patna,Online,New/Trial,0,CUST-5062
ORD-102206,2026-02-26,February,2026,Q1,Winter Jacket,Apparel,4599,4,5,919.8,17476.2,38.8,6780.77,East India,Ranchi,Online,SMB,0,CUST-1364
ORD-102207,2026-02-21,February,2026,Q1,Office Chair,Furniture,8999,2,5,899.9,17098.1,32.7,5591.08,West India,Mumbai,Online,SMB,0,CUST-5607
ORD-102208,2026-04-10,April,2026,Q2,AirBuds Ultra,Electronics,5999,4,0,0.0,23996.0,27.7,6646.89,West India,Nagpur,Online,Retail,0,CUST-1764
ORD-102209,2026-02-19,February,2026,Q1,Office Chair,Furniture,8999,2,15,2699.7,15298.3,35.4,5415.6,West India,Nagpur,Online,Retail,0,CUST-9252
ORD-102210,2026-04-07,April,2026,Q2,Office Chair,Furniture,8999,3,20,5399.4,21597.6,22.6,4881.06,East India,Kolkata,Offline,Retail,0,CUST-5959
ORD-102211,2026-03-15,March,2026,Q1,TabMax 12,Electronics,32999,5,5,8249.75,156745.25,41.9,65676.26,North India,Delhi,Offline,SMB,0,CUST-9930
ORD-102212,2026-02-21,February,2026,Q1,Sanitizer 500ml,FMCG,199,1,5,9.95,189.05,41.8,79.02,North India,Agra,Online,New/Trial,0,CUST-1242
ORD-102213,2026-03-02,March,2026,Q1,Running Shoes Pro,Apparel,3499,5,20,3499.0,13996.0,38.0,5318.48,East India,Ranchi,Offline,New/Trial,0,CUST-9790
ORD-102214,2026-01-21,January,2026,Q1,Office Chair,Furniture,8999,2,20,3599.6,14398.4,42.9,6176.91,North India,Noida,Online,Retail,0,CUST-8496
ORD-102215,2026-04-05,April,2026,Q2,Galaxy Pro X1,Electronics,24999,5,0,0.0,124995.0,26.1,32623.69,South India,Hyderabad,Offline,SMB,0,CUST-9774
ORD-102216,2026-03-29,March,2026,Q1,Formal Trousers,Apparel,1899,3,0,0.0,5697.0,39.9,2273.1,East India,Kolkata,Offline,SMB,0,CUST-1315
ORD-102217,2026-01-15,January,2026,Q1,Sports Backpack,Apparel,1599,1,5,79.95,1519.05,37.6,571.16,South India,Mysuru,Offline,Retail,0,CUST-6570
ORD-102218,2026-03-10,March,2026,Q1,Sanitizer 500ml,FMCG,199,2,0,0.0,398.0,28.0,111.44,North India,Gurugram,Online,Retail,0,CUST-5553
ORD-102219,2026-03-26,March,2026,Q1,Formal Trousers,Apparel,1899,1,5,94.95,1804.05,40.8,736.05,West India,Nashik,Online,New/Trial,0,CUST-8724
ORD-102220,2026-03-06,March,2026,Q1,Galaxy Pro X1,Electronics,24999,2,15,7499.7,42498.3,25.0,10624.58,South India,Kochi,Partner,Retail,0,CUST-9645
ORD-102221,2026-03-16,March,2026,Q1,SmartWatch S5,Electronics,12999,5,15,9749.25,55245.75,39.1,21601.09,North India,Chandigarh,Partner,New/Trial,0,CUST-9372
ORD-102222,2026-01-12,January,2026,Q1,Instant Noodles Pack,FMCG,120,1,10,12.0,108.0,47.4,51.19,North India,Agra,Offline,SMB,0,CUST-5888
ORD-102223,2026-01-06,January,2026,Q1,Sanitizer 500ml,FMCG,199,1,10,19.9,179.1,38.7,69.31,West India,Pune,Online,Retail,0,CUST-2074
ORD-102224,2026-02-28,February,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,5,0,0.0,6495.0,38.9,2526.55,South India,Mysuru,Online,New/Trial,0,CUST-5901
ORD-102225,2026-03-09,March,2026,Q1,Instant Noodles Pack,FMCG,120,2,10,24.0,216.0,35.2,76.03,West India,Mumbai,Offline,Enterprise,0,CUST-6552
ORD-102226,2026-03-14,March,2026,Q1,Cotton Slim Fit Shirt,Apparel,1299,4,10,519.6,4676.4,22.1,1033.48,West India,Surat,Offline,SMB,0,CUST-2840
ORD-102227,2026-04-03,April,2026,Q2,Wardrobe 4-Door,Furniture,18999,4,5,3799.8,72196.2,32.2,23247.18,West India,Surat,Partner,SMB,0,CUST-1542
ORD-102228,2026-03-09,March,2026,Q1,TabMax 12,Electronics,32999,2,5,3299.9,62698.1,27.1,16991.19,West India,Pune,Offline,Retail,0,CUST-5334
ORD-102229,2026-02-05,February,2026,Q1,Winter Jacket,Apparel,4599,2,15,1379.7,7818.3,28.6,2236.03,North India,Jaipur,Offline,Retail,1,CUST-8938
ORD-102230,2026-01-01,January,2026,Q1,AirBuds Ultra,Electronics,5999,2,0,0.0,11998.0,26.2,3143.48,North India,Chandigarh,Offline,New/Trial,0,CUST-4521
ORD-102231,2026-02-22,February,2026,Q1,Wardrobe 4-Door,Furniture,18999,2,5,1899.9,36098.1,31.5,11370.9,North India,Delhi,Partner,SMB,0,CUST-5362
ORD-102232,2026-03-14,March,2026,Q1,Sanitizer 500ml,FMCG,199,4,0,0.0,796.0,25.4,202.18,South India,Coimbatore,Online,Retail,0,CUST-4969
ORD-102233,2026-02-18,February,2026,Q1,Instant Noodles Pack,FMCG,120,3,0,0.0,360.0,27.8,100.08,North India,Jaipur,Partner,Retail,0,CUST-5191
ORD-102234,2026-03-06,March,2026,Q1,AirBuds Ultra,Electronics,5999,3,15,2699.55,15297.45,22.4,3426.63,West India,Surat,Offline,New/Trial,0,CUST-7555
ORD-102235,2026-03-31,March,2026,Q1,Winter Jacket,Apparel,4599,5,5,1149.75,21845.25,48.0,10485.72,West India,Nagpur,Online,SMB,0,CUST-7052
ORD-102236,2026-02-05,February,2026,Q1,Face Wash 200ml,FMCG,299,1,5,14.95,284.05,32.5,92.32,South India,Chennai,Partner,SMB,0,CUST-9666
ORD-102237,2026-02-22,February,2026,Q1,Sports Backpack,Apparel,1599,4,20,1279.2,5116.8,45.1,2307.68,South India,Chennai,Online,Retail,0,CUST-3210
ORD-102238,2026-04-06,April,2026,Q2,SmartWatch S5,Electronics,12999,2,5,1299.9,24698.1,36.7,9064.2,East India,Bhubaneswar,Offline,Retail,0,CUST-7288
ORD-102239,2026-02-23,February,2026,Q1,Face Wash 200ml,FMCG,299,4,0,0.0,1196.0,26.9,321.72,North India,Agra,Partner,Retail,0,CUST-3528
ORD-102240,2026-03-17,March,2026,Q1,Wardrobe 4-Door,Furniture,18999,5,15,14249.25,80745.75,34.4,27776.54,West India,Nashik,Online,SMB,1,CUST-9433
ORD-102241,2026-03-01,March,2026,Q1,Office Chair,Furniture,8999,1,0,0.0,8999.0,25.2,2267.75,South India,Chennai,Online,New/Trial,0,CUST-3828
ORD-102242,2026-01-07,January,2026,Q1,Study Table,Furniture,5999,1,0,0.0,5999.0,27.2,1631.73,East India,Patna,Partner,New/Trial,0,CUST-4106
ORD-102243,2026-04-08,April,2026,Q2,Wardrobe 4-Door,Furniture,18999,1,0,0.0,18999.0,29.7,5642.7,North India,Noida,Online,Enterprise,0,CUST-8641
ORD-102244,2026-02-21,February,2026,Q1,TabMax 12,Electronics,32999,3,15,14849.55,84147.45,39.0,32817.51,West India,Nashik,Offline,SMB,0,CUST-1553
ORD-102245,2026-02-06,February,2026,Q1,Sofa 3-Seater,Furniture,24999,5,5,6249.75,118745.25,30.4,36098.56,North India,Gurugram,Online,SMB,0,CUST-9905
ORD-102246,2026-03-02,March,2026,Q1,TabMax 12,Electronics,32999,4,0,0.0,131996.0,26.2,34582.95,North India,Lucknow,Online,Retail,0,CUST-3218
ORD-102247,2026-02-07,February,2026,Q1,Galaxy Pro X1,Electronics,24999,2,0,0.0,49998.0,30.8,15399.38,North India,Chandigarh,Offline,SMB,0,CUST-8937
ORD-102248,2026-02-24,February,2026,Q1,Hair Oil 500ml,FMCG,249,5,5,62.25,1182.75,25.3,299.24,West India,Mumbai,Offline,Retail,0,CUST-9932
ORD-102249,2026-01-05,January,2026,Q1,Protein Powder 1kg,FMCG,1899,3,0,0.0,5697.0,38.3,2181.95,South India,Chennai,Partner,SMB,0,CUST-7692
ORD-102250,2026-02-22,February,2026,Q1,LapBook Air,Electronics,54999,2,20,21999.6,87998.4,41.9,36871.33,East India,Guwahati,Offline,New/Trial,0,CUST-5757
ORD-102251,2026-01-01,January,2026,Q1,Sports Backpack,Apparel,1599,2,0,0.0,3198.0,27.9,892.24,North India,Gurugram,Online,SMB,0,CUST-4181
ORD-102252,2026-03-03,March,2026,Q1,Wardrobe 4-Door,Furniture,18999,4,5,3799.8,72196.2,27.1,19565.17,North India,Agra,Online,SMB,0,CUST-9131
ORD-102253,2026-02-14,February,2026,Q1,SmartWatch S5,Electronics,12999,2,0,0.0,25998.0,25.8,6707.48,North India,Delhi,Offline,New/Trial,0,CUST-2162
ORD-102254,2026-03-17,March,2026,Q1,Running Shoes Pro,Apparel,3499,3,15,1574.55,8922.45,26.8,2391.22,South India,Chennai,Online,Enterprise,0,CUST-6087
ORD-102255,2026-02-05,February,2026,Q1,Sanitizer 500ml,FMCG,199,4,0,0.0,796.0,33.5,266.66,North India,Lucknow,Online,Retail,1,CUST-7815
ORD-102256,2026-01-17,January,2026,Q1,Formal Trousers,Apparel,1899,4,5,379.8,7216.2,30.4,2193.72,North India,Delhi,Partner,New/Trial,0,CUST-2168
ORD-102257,2026-03-02,March,2026,Q1,SmartWatch S5,Electronics,12999,1,5,649.95,12349.05,40.1,4951.97,East India,Ranchi,Partner,New/Trial,1,CUST-3727
ORD-102258,2026-03-10,March,2026,Q1,Sofa 3-Seater,Furniture,24999,3,0,0.0,74997.0,37.7,28273.87,North India,Gurugram,Online,SMB,0,CUST-6800
ORD-102259,2026-03-07,March,2026,Q1,Galaxy Pro X1,Electronics,24999,1,0,0.0,24999.0,45.3,11324.55,North India,Lucknow,Offline,Retail,0,CUST-5444
ORD-102260,2026-04-02,April,2026,Q2,Wardrobe 4-Door,Furniture,18999,4,0,0.0,75996.0,38.8,29486.45,South India,Hyderabad,Online,Retail,0,CUST-1044
ORD-102261,2026-01-07,January,2026,Q1,Sports Backpack,Apparel,1599,3,0,0.0,4797.0,45.2,2168.24,North India,Noida,Partner,New/Trial,0,CUST-5526
ORD-102262,2026-01-03,January,2026,Q1,Formal Trousers,Apparel,1899,5,0,0.0,9495.0,39.7,3769.51,West India,Nashik,Online,SMB,0,CUST-7449
ORD-102263,2026-04-09,April,2026,Q2,Cotton Slim Fit Shirt,Apparel,1299,3,20,779.4,3117.6,36.1,1125.45,West India,Nashik,Offline,SMB,0,CUST-5566
ORD-102264,2026-03-22,March,2026,Q1,Galaxy Pro X1,Electronics,24999,3,0,0.0,74997.0,37.8,28348.87,West India,Nagpur,Online,SMB,0,CUST-7260
ORD-102265,2026-02-06,February,2026,Q1,Hair Oil 500ml,FMCG,249,3,15,112.05,634.95,32.9,208.9,West India,Pune,Partner,Retail,0,CUST-4110
ORD-102266,2026-03-19,March,2026,Q1,Sanitizer 500ml,FMCG,199,1,20,39.8,159.2,42.0,66.86,North India,Jaipur,Online,New/Trial,0,CUST-1697
ORD-102267,2026-03-06,March,2026,Q1,Wardrobe 4-Door,Furniture,18999,1,10,1899.9,17099.1,40.2,6873.84,South India,Bengaluru,Offline,Enterprise,0,CUST-5622
ORD-102268,2026-01-29,January,2026,Q1,AirBuds Ultra,Electronics,5999,4,5,1199.8,22796.2,24.6,5607.87,North India,Chandigarh,Partner,SMB,0,CUST-5516
ORD-102269,2026-03-12,March,2026,Q1,Instant Noodles Pack,FMCG,120,2,15,36.0,204.0,25.1,51.2,South India,Hyderabad,Online,Retail,0,CUST-7607
ORD-102270,2026-01-05,January,2026,Q1,Sports Backpack,Apparel,1599,5,5,399.75,7595.25,39.6,3007.72,East India,Bhubaneswar,Online,Retail,0,CUST-5466
ORD-102271,2026-02-16,February,2026,Q1,Winter Jacket,Apparel,4599,5,15,3449.25,19545.75,45.2,8834.68,North India,Chandigarh,Offline,New/Trial,0,CUST-4222
ORD-102272,2026-01-11,January,2026,Q1,Sanitizer 500ml,FMCG,199,5,10,99.5,895.5,30.8,275.81,West India,Ahmedabad,Online,SMB,0,CUST-5461
ORD-102273,2026-02-23,February,2026,Q1,Office Chair,Furniture,8999,2,0,0.0,17998.0,40.3,7253.19,West India,Surat,Online,Retail,0,CUST-1045
